assembly_accession    wgs_set study_accession study_title read_accession  number_of_files:instrument_model:library_layoutlibrary_strategy
GCA_000472085	 AORO02	 PRJNA186497	 Sus Genome sequencing and assembly	 SRR652258	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815328	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815330	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815333	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815338	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815340	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815346	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815348	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815349	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815351	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815354	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815356	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815357	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815358	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815359	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815364	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815365	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815368	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815369	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815372	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815373	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815385	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815389	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815391	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815392	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815396	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815397	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815398	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815399	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815400	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815406	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815415	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815420	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815423	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815424	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815427	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815436	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815438	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815439	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815441	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815447	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815455	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815459	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815460	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815464	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815466	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815467	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815468	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815472	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815476	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815478	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815483	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815484	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815488	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815490	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815502	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815504	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815506	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815507	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815510	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815511	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815513	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815519	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815524	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815526	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815528	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815529	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815531	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815534	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815537	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815543	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815552	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815554	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815556	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815558	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815564	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815567	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815568	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815570	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815573	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815574	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815575	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815239	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815240	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815252	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815254	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815258	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815260	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815262	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815266	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815267	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815269	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815272	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815275	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815277	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815279	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815280	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815281	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815287	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815293	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815295	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815296	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815297	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815299	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815303	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815304	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815306	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815317	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815322	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815323	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815324	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815331	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815332	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815334	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815336	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815337	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815339	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815341	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815352	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815353	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815362	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815370	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815374	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815377	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815379	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815380	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815383	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815384	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815393	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815394	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815401	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815402	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815404	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815412	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815414	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815417	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815421	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815422	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815425	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815426	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815428	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815432	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815433	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815437	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815443	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815450	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815453	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815454	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815457	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815458	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815462	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815463	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815465	 1:PacBio RS II:SINGLE:WGS
